Country,Code,Region,Sub-Region,Year,Status,Income classifications,Life expectancy,Population,GDP Per Capita,"GNI per capita, PPP ($)",Total expenditure,Adult Mortality,infant deaths,Alcohol,health expenditure per capita $,health expenditure % of GDP,Hepatitis B (% of one-year-olds immunized),Polio (% of one-year-olds immunized),Measles per 1000,Measles MCV1 (% of one-year-olds immunized),under-five deaths,"Diphtheria, Pertussis, Tentanus (% of one-year-olds immunized)", HIV/AIDS, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Alcohol use disorders  (%),Drug use disorders (%),Avg Total Years of Schooling for Adult,"Government expenditure on education, total (% of GDP)",Mental disorders (%),obesity among adults (%),Gini coefficient,daily smoking in populations aged 10 and older (%),Neoplasms (Percent),Deaths - HIV/AIDS
Mongolia,MNG,Asia,Eastern Asia,2010,Developing,Lower-middle income,66.3,2702527,2660.28811,6956.991211,4.7,25,1,5.8,99.48,3.74,96,96,7,97,2,96,0.1,2.2,2.3,0.693,4.27,0.62,9.5,4.645100117,11.28,14.9,0.330812121,21.866,0.679237454,0.04
Mongolia,MNG,Asia,Eastern Asia,2011,Developing,Lower-middle income,67.3,2743946,3793.743754,7981.42334,4.45,235,1,0.01,136.05,3.59,99,99,0,98,2,99,0.1,2.2,2.3,0.701,4.26,0.62,9.8,4.60902977,11.25,15.6,0.338835075,,0.672799587,0.04
Mongolia,MNG,Asia,Eastern Asia,2012,Developing,Lower-middle income,67.8,2792354,4402.304523,8824.576172,4.22,231,1,0.01,169.84,3.86,99,99,0,99,2,99,0.1,2.2,2.3,0.712,4.21,0.62,9.9,5.19520998,11.22,16.3,0.337516151,,0.663568468,0.05
Mongolia,MNG,Asia,Eastern Asia,2013,Developing,Lower-middle income,68.1,2845160,4422.300876,9903.990234,4.21,227,1,0.01,180.84,4.09,98,98,0,97,1,98,0.1,2.2,2.3,0.72,4.15,0.62,10,4.940770149,11.19,17.1,,,0.655126854,0.05
Mongolia,MNG,Asia,Eastern Asia,2014,Developing,Upper-middle income,68.4,2902826,4211.939454,10189.23438,4.73,225,1,0.01,177.32,4.21,99,99,0,98,1,99,0.1,2.2,2.3,0.729,4.1,0.62,10.1,4.714849949,11.15,17.9,0.320377899,,0.645751186,0.05
Mongolia,MNG,Asia,Eastern Asia,2015,Developing,Lower-middle income,68.8,2964756,3919.351148,10239.79004,,222,1,,165.85,4.23,99,99,20359,98,1,99,0.1,2.2,2.3,0.733,4.08,0.62,10.1,4.176990032,11.14,18.8,,,0.63896512,0.06
Montenegro,MNE,Europe,Southern Europe,2000,Developing,Lower-middle income,73,633330,1627.072633,,7.32,144,0,0.01,,,,,0,,0,,0.1,2.6,2.7,0,2.01,0.63,,,11.8,16.9,,28.239,1.315134056,0.05
Montenegro,MNE,Europe,Southern Europe,2001,Developing,Lower-middle income,73.3,633062,1909.598702,,8.23,136,0,0.01,,,,,0,,0,,0.1,2.5,2.6,0,2.01,0.63,,,11.8,17.4,,,1.331709417,0.05
Montenegro,MNE,Europe,Southern Europe,2002,Developing,Lower-middle income,73.4,632745,2106.635068,,8.33,136,0,0.01,,,,,0,,0,,0.1,2.5,2.5,0,2.01,0.63,,,11.8,18,,,1.34901167,0.05
Montenegro,MNE,Europe,Southern Europe,2003,Developing,Lower-middle income,73.5,632356,2789.159065,,8.91,134,0,0.01,,,,,0,,0,,0.1,2.4,2.4,0,2.01,0.63,10.3,,11.79,18.5,,,1.374086061,0.05
Montenegro,MNE,Europe,Southern Europe,2004,Developing,Lower-middle income,73.5,632550,3380.165121,,8.45,134,0,0.01,,,,,0,,0,,0.1,2.3,2.4,0.74,2,0.63,10.4,,11.79,19.1,,,1.391212175,0.05
Montenegro,MNE,Europe,Southern Europe,2005,Developing,Lower-middle income,73.6,632885,3674.617924,,8.46,133,0,,,,,,0,,0,,0.1,2.3,2.3,0.746,2,0.63,10.5,,11.78,19.6,0.302172764,32.341,1.404583262,0.04
Montenegro,MNE,Europe,Southern Europe,2006,Developing,Upper-middle income,73.8,632551,4425.678873,15452.23145,8.1,13,0,5.38,,,90,90,0,90,0,90,0.1,2.2,2.2,0.751,2,0.63,10.7,,11.77,20.1,0.300353596,,1.416340938,0.04
Montenegro,MNE,Europe,Southern Europe,2007,Developing,Upper-middle income,74.2,631931,5976.394145,16416.64648,6.74,125,0,4.98,,,90,92,0,90,0,92,0.1,2.1,2.2,0.762,1.99,0.64,10.8,,11.75,20.7,0.314480677,,1.427084813,0.03
Montenegro,MNE,Europe,Southern Europe,2008,Developing,Upper-middle income,74.6,631475,7367.751909,17623.23633,6.13,121,0,6.17,,,93,95,0,89,0,95,0.1,2.1,2.1,0.774,1.99,0.64,10.9,,11.74,21.2,0.304879936,,1.443005398,0.03
Montenegro,MNE,Europe,Southern Europe,2009,Developing,Upper-middle income,75,631187,6727.107767,16362.48828,6.7,117,0,6.45,,,87,91,0,86,0,92,0.1,2,2.1,0.785,1.98,0.64,11,,11.72,21.7,0.310085163,,1.458058645,0.03
Montenegro,MNE,Europe,Southern Europe,2010,Developing,Upper-middle income,75.3,631048,6688.4824,16632.4707,6.9,115,0,6.56,,,90,93,5,90,0,94,0.1,2,2,0.787,1.98,0.64,11.1,,11.71,22.1,0.288930967,34.97,1.471415495,0.03
Montenegro,MNE,Europe,Southern Europe,2011,Developing,Upper-middle income,75.4,631801,7328.932252,17408.11914,6.92,113,0,6.56,572.47,7.97,91,95,5,91,0,95,0.1,1.9,2,0.792,1.98,0.64,11.1,,11.7,22.6,0.308198538,,1.476470252,0.03
Montenegro,MNE,Europe,Southern Europe,2012,Developing,Upper-middle income,75.6,633053,6586.721279,17062.98047,7.25,11,0,0.01,535.58,8.3,90,94,0,90,0,94,0.1,1.9,1.9,0.797,1.99,0.64,11.2,,11.69,23.1,0.32273736,,1.489657608,0.03
Montenegro,MNE,Europe,Southern Europe,2013,Developing,Upper-middle income,75.8,633951,7189.293287,17700.79297,6.43,19,0,0.01,596.48,8.47,90,94,0,88,0,94,0.1,1.8,1.9,0.799,1.99,0.65,11.2,,11.67,23.5,0.324429363,,1.508682737,0.03
Montenegro,MNE,Europe,Southern Europe,2014,Developing,Upper-middle income,75.9,634301,7388.147794,17892.61719,6.42,17,0,0.01,578.73,8,87,91,0,76,0,91,0.1,1.8,1.9,0.803,2,0.65,11.3,,11.66,23.9,0.31926522,,1.521856287,0.03
Montenegro,MNE,Europe,Southern Europe,2015,Developing,Upper-middle income,76.1,633969,6517.163752,18649.82227,,16,0,,576.84,9.02,82,89,0,64,0,89,0.1,1.8,1.8,0.804,2,0.65,11.3,,11.66,24.4,0.390050334,,1.526577084,0.02
Morocco,MAR,Africa,Northern Africa,2000,Developing,Lower-middle income,68.6,28554420,1348.049805,4284.930176,4.18,16,27,0.45,54.39,4,43,95,7368,93,32,95,0.1,6.7,6.6,0.519,0.42,0.44,3.4,,16.03,14.8,0.406370084,11.586,0.495212118,0.28
Morocco,MAR,Africa,Northern Africa,2001,Developing,Lower-middle income,69,28930100,1350.712036,4548.903809,4.44,155,26,0.46,56.33,4.13,84,93,2724,96,30,96,0.1,6.7,6.5,0.53,0.42,0.44,3.5,,16.02,15.4,,,0.501639316,0.32
Morocco,MAR,Africa,Northern Africa,2002,Developing,Lower-middle income,69.5,29301820,1426.95752,4649.568848,5.31,15,25,0.46,63.35,4.4,92,94,6000,94,29,94,0.1,6.6,6.5,0.54,0.42,0.44,3.6,,16.01,15.9,,,0.508139763,0.36
Morocco,MAR,Africa,Northern Africa,2003,Developing,Lower-middle income,69.9,29661272,1737.063843,4878.102051,5.25,146,24,0.58,77.51,4.42,90,91,10841,90,28,91,0.1,6.6,6.4,0.551,0.42,0.45,3.7,,16,16.4,,,0.51560737,0.39
Morocco,MAR,Africa,Northern Africa,2004,Developing,Lower-middle income,72,30033124,1964.080078,5072.21582,5.22,142,23,0.56,90.93,4.58,95,97,6399,95,27,97,0.1,6.5,6.4,0.561,0.42,0.45,3.8,,15.99,17,,,0.522436863,0.4
Morocco,MAR,Africa,Northern Africa,2005,Developing,Lower-middle income,77,30431898,2026.025879,5206.143066,5.6,137,22,0.47,96.96,4.73,96,98,0,97,26,98,0.1,6.5,6.3,0.569,0.42,0.45,3.9,,15.97,17.6,,11.068,0.528249961,0.4
Morocco,MAR,Africa,Northern Africa,2006,Developing,Lower-middle income,71,30833024,2200.966064,5529.265625,5.23,133,22,0.58,110,4.94,95,97,1217,95,25,97,0.1,6.4,6.3,0.575,0.42,0.45,4,,15.95,18.2,0.407183025,,0.534569606,0.41
Morocco,MAR,Africa,Northern Africa,2007,Developing,Lower-middle income,71.4,31232634,2501.222412,5668.725098,5.48,128,21,0.56,131.67,5.2,95,95,2248,95,25,95,0.1,6.4,6.3,0.581,0.42,0.46,4,,15.94,18.8,,,0.543682338,0.43
Morocco,MAR,Africa,Northern Africa,2008,Developing,Lower-middle income,71.8,31634996,2889.220947,5941.808105,5.41,123,21,0.51,153.1,5.24,97,99,1455,96,24,99,0.1,6.4,6.3,0.589,0.42,0.47,4.1,5.342150211,15.92,19.5,,,0.551380069,0.44
Morocco,MAR,Africa,Northern Africa,2009,Developing,Lower-middle income,72.3,32042880,2863.59668,6044.968262,5.67,116,20,0.62,165.44,5.71,98,99,834,98,23,99,0.1,6.4,6.2,0.596,0.42,0.48,4.2,5.260640144,15.9,20.2,,,0.56193881,0.44
Morocco,MAR,Africa,Northern Africa,2010,Developing,Lower-middle income,72.8,32464866,2835.217773,6196.297852,5.86,11,20,0.56,168.38,5.86,98,99,633,98,23,99,0.1,6.3,6.2,0.603,0.42,0.48,4.2,,15.87,20.9,,10.494,0.569353389,0.44
Morocco,MAR,Africa,Northern Africa,2011,Developing,Lower-middle income,73.3,32903708,3041.145752,6415.332031,5.99,14,19,0.54,179.05,5.81,98,98,982,99,22,99,0.1,6.3,6.2,0.612,0.42,0.48,4.4,,15.85,21.6,,,0.579002928,0.46
Morocco,MAR,Africa,Northern Africa,2012,Developing,Lower-middle income,73.6,33352166,2907.449219,6496.058105,6.15,99,19,0.55,172.06,5.84,99,99,668,99,22,99,0.1,6.3,6.2,0.623,0.42,0.48,4.6,,15.84,22.4,,,0.587075126,0.45
Morocco,MAR,Africa,Northern Africa,2013,Developing,Lower-middle income,73.9,33803530,3117.515137,6738.780273,5.94,97,18,0.45,179.73,5.69,99,99,92,99,21,99,0.1,6.4,6.2,0.634,0.42,0.49,4.8,,15.82,23.2,0.395485087,,0.595476522,0.39
Morocco,MAR,Africa,Northern Africa,2014,Developing,Lower-middle income,74.1,34248610,3430.549561,6754.424316,5.91,96,18,0.43,188.4,5.86,99,99,10,99,21,99,0.1,6.4,6.2,0.64,0.42,0.49,5,,15.8,24,,,0.604218558,0.36
Morocco,MAR,Africa,Northern Africa,2015,Developing,Lower-middle income,74.3,34680456,3139.243652,6991.730957,,95,17,,162.51,5.57,99,99,17,99,20,99,0.1,6.4,6.2,0.645,0.42,0.49,5,,15.78,24.8,,,0.613589873,0.33
Mozambique,MOZ,Africa,Sub-Saharan Africa,2000,Developing,Low income,49,17768510,318.3426885,610.6555786,6.16,43,93,1.14,7.07,2.22,,69,7375,71,136,70,12.2,4.2,4.1,0.291,1.51,0.34,2.2,,13.58,3,,10.012,0.418521233,17.31
Mozambique,MOZ,Africa,Sub-Saharan Africa,2001,Developing,Low income,49.5,18220724,296.2873986,660.4728394,5.64,48,90,2.09,8.61,2.91,25,72,7085,74,132,73,13.4,4.1,4,0.298,1.51,0.34,2.4,,13.56,3.2,,,0.407606933,19.81
Mozambique,MOZ,Africa,Sub-Saharan Africa,2002,Developing,Low income,49.8,18694948,303.6651317,655.3922119,6.45,416,87,2.16,10.06,3.31,76,76,7155,77,127,76,14.5,4,4,0.311,1.52,0.34,2.5,,13.53,3.3,0.470390696,,0.40361377,22.09
Mozambique,MOZ,Africa,Sub-Saharan Africa,2003,Developing,Low income,51,19186758,328.5282724,738.2520752,6.39,424,85,1.68,11.15,3.4,76,67,28898,80,124,85,15.3,4,3.9,0.318,1.53,0.34,2.6,,13.51,3.5,,,0.398323644,24.17
Mozambique,MOZ,Africa,Sub-Saharan Africa,2004,Developing,Low income,54,19694412,387.4764538,776.4451904,5.91,429,82,1.54,14.23,3.67,76,69,9396,79,120,83,15.9,3.9,3.8,0.332,1.54,0.35,2.8,3.326699972,13.49,3.7,,,0.397435408,25.95
Mozambique,MOZ,Africa,Sub-Saharan Africa,2005,Developing,Low income,58,20211124,422.642221,787.7008057,6.87,434,80,1.23,18.49,4.38,75,71,12598,78,117,80,16.2,3.9,3.8,0.341,1.55,0.35,2.9,4.00578022,13.47,3.8,,11.44,0.399599142,27.34
Mozambique,MOZ,Africa,Sub-Saharan Africa,2006,Developing,Low income,51.2,20735990,442.558692,815.3930664,6.51,434,78,1.2,18.1,4.09,75,73,183,76,113,78,16.3,3.8,3.7,0.353,1.55,0.35,2.9,3.871469975,13.45,4,,,0.402893262,27.05
Mozambique,MOZ,Africa,Sub-Saharan Africa,2007,Developing,Low income,52.1,21280520,491.0992179,865.3927612,5.25,425,74,1.03,19.3,3.93,75,75,267,75,108,75,14.1,3.8,3.7,0.36,1.56,0.35,3,,13.43,4.2,,,0.410505167,25.88
Mozambique,MOZ,Africa,Sub-Saharan Africa,2008,Developing,Low income,53.2,21845572,574.7707482,908.1448975,4.91,45,72,1.48,24.36,4.24,75,74,4,77,104,75,12.6,3.7,3.7,0.372,1.56,0.35,3.1,,13.42,4.3,0.455783371,,0.415610584,25.55
Mozambique,MOZ,Africa,Sub-Saharan Africa,2009,Developing,Low income,53.8,22436660,531.0269665,968.4700928,5.43,4,70,1.18,27.63,5.2,74,74,60,80,101,74,11.3,3.7,3.6,0.382,1.57,0.36,3.1,,13.4,4.5,,,0.419133842,25.91
Mozambique,MOZ,Africa,Sub-Saharan Africa,2010,Developing,Low income,54,23073732,481.26818,995.2601929,5.38,47,69,0.96,26.18,5.44,74,73,2321,82,98,74,10.8,3.7,3.6,0.39,1.58,0.36,3.2,5.952929974,13.39,4.7,,11.307,0.424885401,26.63
Mozambique,MOZ,Africa,Sub-Saharan Africa,2011,Developing,Low income,54.3,23760424,605.2734686,1056.24585,6.23,47,66,0.94,30.28,5,78,77,177,83,94,78,9.6,3.7,3.6,0.397,1.58,0.36,3.2,6.260409832,13.37,4.9,,,0.429326287,27.28
Mozambique,MOZ,Africa,Sub-Saharan Africa,2012,Developing,Low income,54.8,24487614,667.7174243,1116.823486,5.58,48,64,1.19,35.03,5.25,81,81,145,85,90,81,6.9,3.6,3.5,0.4,1.6,0.36,3.3,5.672160149,13.37,5.1,,,0.433313798,28.19
Mozambique,MOZ,Africa,Sub-Saharan Africa,2013,Developing,Low income,55.3,25251738,672.2042363,1163.397461,5.9,46,62,1.16,41.18,6.13,85,84,8,86,87,85,5.1,3.6,3.5,0.405,1.61,0.36,3.4,6.115330219,13.36,5.3,,,0.437512617,28.3
Mozambique,MOZ,Africa,Sub-Saharan Africa,2014,Developing,Low income,56.7,26038704,680.3750335,1205.310181,6.98,375,61,0.01,43.08,6.33,88,88,9,87,84,88,4.1,3.6,3.5,0.409,1.62,0.37,3.4,6.876329899,13.35,5.5,0.539966816,,0.443648141,27.32
Mozambique,MOZ,Africa,Sub-Saharan Africa,2015,Developing,Low income,57.6,26843252,594.2265335,1240.456909,,355,60,,39.91,6.72,88,88,79,87,81,88,3.9,3.6,3.5,0.414,1.63,0.37,3.5,6.010829926,13.34,5.8,,,0.449637655,26.43
Myanmar,MMR,Asia,South-eastern Asia,2000,Developing,Low income,62.1,45538340,150.4078289,,1.84,243,73,0.35,4.45,2,,88,845,84,100,82,0.4,13.3,13.7,0.417,0.78,0.54,3.1,,11.95,1.9,,22.552,0.56352389,1.62
Myanmar,MMR,Asia,South-eastern Asia,2001,Developing,Low income,62.5,46014828,135.1797056,,1.8,239,72,0.38,4.6,2.15,,77,2519,73,98,73,0.4,13.3,13.7,0.427,0.78,0.54,3.2,,11.89,2,,,0.56591098,1.93
Myanmar,MMR,Asia,South-eastern Asia,2002,Developing,Low income,62.8,46480236,131.4673541,,2.5,235,71,0.41,7.04,2.58,,84,736,77,96,79,0.4,13.3,13.7,0.435,0.78,0.54,3.3,,11.82,2.2,,,0.567416713,2.24
Myanmar,MMR,Asia,South-eastern Asia,2003,Developing,Low income,63.2,46924296,165.2586951,,1.97,231,69,0.4,6.54,2.38,8,86,830,80,93,78,0.5,13.3,13.6,0.445,0.78,0.54,3.4,,11.75,2.3,,,0.57244297,2.56
Myanmar,MMR,Asia,South-eastern Asia,2004,Developing,Low income,63.5,47338444,198.3769239,,1.97,228,66,0.44,6.98,2.32,39,92,1329,86,90,82,0.5,13.3,13.6,0.455,0.78,0.54,3.5,,11.68,2.5,,,0.575129459,2.85
Myanmar,MMR,Asia,South-eastern Asia,2005,Developing,Low income,63.9,47724470,221.8659075,,1.83,224,64,0.28,7.61,2.33,62,86,314,84,87,73,0.5,13.2,13.6,0.465,0.78,0.53,3.5,,11.6,2.7,,19.355,0.575168659,3.15
Myanmar,MMR,Asia,South-eastern Asia,2006,Developing,Low income,64.2,48088276,246.6924955,,1.78,22,61,0.28,8.42,2.25,75,82,760,78,83,82,0.6,13.2,13.5,0.474,0.78,0.53,3.7,,11.52,2.9,,,0.576599911,3.37
Myanmar,MMR,Asia,South-eastern Asia,2007,Developing,Low income,64.5,48445652,321.8283481,,1.68,217,58,0.26,9.85,2.02,85,84,1088,81,78,86,0.6,13.2,13.5,0.484,0.79,0.53,3.8,,11.43,3.1,,,0.576149274,3.53
Myanmar,MMR,Asia,South-eastern Asia,2008,Developing,Low income,59.2,48729480,472.2605905,,1.87,296,59,0.3,14.61,2.11,85,85,333,82,96,85,0.6,13.2,13.4,0.493,0.79,0.53,3.9,,11.35,3.3,,,0.571774489,2.78
Myanmar,MMR,Asia,South-eastern Asia,2009,Developing,Low income,65.2,49015836,600.9316172,,2.5,211,52,0.28,18.57,2.16,91,90,329,87,69,90,0.6,13.1,13.4,0.504,0.79,0.52,4,,11.26,3.6,,,0.571222023,3.64
Myanmar,MMR,Asia,South-eastern Asia,2010,Developing,Low income,65.4,49390988,765.2418886,,1.92,29,49,0.3,20.08,1.96,92,90,190,88,65,90,0.5,13.1,13.3,0.515,0.79,0.52,4.1,0.899999976,11.19,3.8,,17.062,0.567008236,3.63
Myanmar,MMR,Asia,South-eastern Asia,2011,Developing,Low income,65.6,49794530,1086.838467,2846.926758,1.87,27,47,0.33,27.2,1.93,40,90,2046,88,61,84,0.5,13,13.3,0.526,0.79,0.52,4.3,0.787440002,11.13,4.1,,,0.563771838,3.52
Myanmar,MMR,Asia,South-eastern Asia,2012,Developing,Low income,65.9,50218196,1161.305962,2997.036377,2.22,25,44,0.55,36.97,2.41,58,87,2175,84,58,84,0.5,13,13.2,0.533,0.79,0.52,4.5,1.600000024,11.07,4.4,,,0.563699208,3.32
Myanmar,MMR,Asia,South-eastern Asia,2013,Developing,Low income,66.2,50648336,1195.9378,3210.391357,2.16,22,42,0.7,37.4,3.2,75,76,1010,86,55,75,0.4,12.9,13.2,0.54,0.79,0.52,4.7,2.099999905,11.03,4.7,,,0.566225829,3.06
Myanmar,MMR,Asia,South-eastern Asia,2014,Developing,Lower-middle income,66.4,51072436,1238.72871,3427.808594,2.28,21,40,0.01,53.87,4.39,88,88,122,88,52,88,0.3,12.9,13.1,0.547,0.79,0.52,4.8,1.899999976,10.99,5,,,0.571688973,2.75
Myanmar,MMR,Asia,South-eastern Asia,2015,Developing,Lower-middle income,66.6,51483956,1224.562343,3504.411621,,199,39,,63.14,5.48,89,89,6,84,50,89,0.3,12.8,13,0.552,0.78,0.52,4.9,2.099999905,10.96,5.4,0.380685092,,0.576127909,2.37
Namibia,NAM,Africa,Sub-Saharan Africa,2000,Developing,Lower-middle income,57.4,1819148,2156.098944,6845.772461,6.11,41,3,5.73,207.09,9.64,,80,469,69,4,79,22.8,15.7,15.9,0.559,2.41,0.76,5.6,6.901780128,11.04,7.8,,14.004,0.504871204,34.05
Namibia,NAM,Africa,Sub-Saharan Africa,2001,Developing,Lower-middle income,56.5,1856406,1916.251633,6763.083008,6.18,426,3,5.09,182.14,9.53,,79,416,58,4,78,23.9,15.2,15.4,0.556,2.4,0.76,5.8,6.888869762,11.04,8.1,,,0.51138422,36.75
Namibia,NAM,Africa,Sub-Saharan Africa,2002,Developing,Lower-middle income,55.7,1888531,1773.439462,7093.736328,6.17,452,3,5.09,173.25,9.73,,78,1278,68,4,77,24.6,14.7,14.8,0.556,2.4,0.76,5.8,6.742330074,11.04,8.5,,,0.517396794,38.85
Namibia,NAM,Africa,Sub-Saharan Africa,2003,Developing,Lower-middle income,55,1915432,2571.999057,7503.477051,6.52,471,3,5.28,254.34,9.88,,82,262,70,4,79,24.7,14.2,14.3,0.554,2.39,0.76,5.8,6.137139797,11.03,8.9,0.633187598,,0.52729049,40.41
Namibia,NAM,Africa,Sub-Saharan Africa,2004,Developing,Lower-middle income,54.7,1939405,3407.846956,8041.100586,6.47,483,3,4.8,347.05,10.19,,81,4,70,4,81,24,13.7,13.7,0.559,2.38,0.76,5.9,,11.03,9.3,,,0.531025307,40.62
Namibia,NAM,Africa,Sub-Saharan Africa,2005,Developing,Lower-middle income,55.1,1962874,3692.762447,7905.316406,7.32,477,3,4.89,375.99,10.19,,86,4,73,4,86,22.1,13.1,13.1,0.565,2.37,0.75,6,,11.03,9.7,,14.104,0.526648506,39.24
Namibia,NAM,Africa,Sub-Saharan Africa,2006,Developing,Lower-middle income,57,1986568,4027.961706,8379.625977,7.2,431,3,4.94,407.5,10.14,,74,3,63,4,86,19.2,12.6,12.6,0.57,2.35,0.75,6,6.031710148,11.01,10.1,,,0.519306259,36.46
Namibia,NAM,Africa,Sub-Saharan Africa,2007,Developing,Lower-middle income,60,2011492,4394.512358,8500.238281,6.99,356,3,5.12,465.08,10.72,,81,21,69,4,86,15.2,12,12,0.578,2.33,0.74,6.1,,10.99,10.6,,,0.512668401,32.46
Namibia,NAM,Africa,Sub-Saharan Africa,2008,Developing,Upper-middle income,61.7,2038556,4222.34768,8571.893555,7.15,317,3,6.28,413.37,9.92,,83,0,73,4,83,11.7,11.5,11.4,0.589,2.3,0.74,6.1,6.403429985,10.97,11,,,0.508546655,28.9
Namibia,NAM,Africa,Sub-Saharan Africa,2009,Developing,Upper-middle income,62.4,2067928,4322.63941,8420.316406,8.5,36,3,7.99,386.2,9.05,,83,4076,76,4,83,8.7,1.9,1.9,0.598,2.27,0.73,6.2,,10.95,11.5,0.609651755,,0.509701166,27.42
Namibia,NAM,Africa,Sub-Saharan Africa,2010,Developing,Upper-middle income,63,2099275,5445.38292,8589.060547,7.89,299,3,7.58,522.16,9.73,83,83,3138,75,4,83,6.2,1.4,1.4,0.604,2.25,0.72,6.2,8.243300438,10.95,12,,12.744,0.508603659,26.42
Namibia,NAM,Africa,Sub-Saharan Africa,2011,Developing,Upper-middle income,64.3,2132343,5873.079494,8965.820313,8.78,268,3,7.84,569.14,9.83,82,85,79,74,4,82,4.7,9.9,9.9,0.612,2.24,0.72,6.3,7.397809982,10.96,12.4,,,0.50481528,24.82
Namibia,NAM,Africa,Sub-Saharan Africa,2012,Developing,Upper-middle income,65.8,2167474,6017.157069,9268.75,8.24,232,3,0.01,557.59,9.27,84,84,86,76,4,84,3.7,9.5,9.4,0.619,2.22,0.71,6.4,7.793399811,10.99,12.9,,,0.508346694,23.2
Namibia,NAM,Africa,Sub-Saharan Africa,2013,Developing,Upper-middle income,66.1,2204517,5463.017361,9979.12207,8.53,232,3,0.01,495.2,9.06,89,89,1028,82,3,89,2.5,9,8.9,0.625,2.21,0.71,6.6,7.466370106,11.03,13.4,,,0.516198055,22.54
Namibia,NAM,Africa,Sub-Saharan Africa,2014,Developing,Upper-middle income,65.9,2243008,5544.097423,10368.18262,8.93,242,2,0.01,466.2,8.41,88,88,477,83,3,88,2.2,8.6,8.5,0.632,2.2,0.7,6.7,7.452889919,11.06,13.9,,,0.522628122,23.47
Namibia,NAM,Africa,Sub-Saharan Africa,2015,Developing,Upper-middle income,65.8,2282709,4965.68086,10659.96484,,248,2,,495.63,9.98,92,92,212,85,3,92,2.1,8.2,8.1,0.637,2.18,0.7,6.7,9.913700104,11.08,14.5,0.590666144,,0.528971121,23.93
Nepal,NPL,Asia,Southern Asia,2000,Developing,Low income,62.5,24559504,223.7118919,,5.43,238,46,0.08,8.34,3.13,,74,9397,71,62,74,0.1,18.5,19.2,0.439,1.21,0.38,2.4,2.975150108,14.08,1.4,,32.657,0.196885421,0.2
Nepal,NPL,Asia,Southern Asia,2001,Developing,Low income,63.2,24956070,240.7051592,2148.810303,5.36,23,43,0.09,10.26,3.8,,73,10849,71,58,72,0.1,18.3,19,0.446,1.21,0.38,2.5,3.708379984,14.08,1.5,,,0.192645247,0.32
Nepal,NPL,Asia,Southern Asia,2002,Developing,Low income,63.1,25332178,238.8612541,2107.622314,5.6,238,40,0.19,10.46,3.93,,72,6749,71,54,72,0.1,18.2,18.8,0.447,1.21,0.38,2.5,3.152839899,14.09,1.6,,,0.191554702,0.45
Nepal,NPL,Asia,Southern Asia,2003,Developing,Low income,64.3,25682912,246.4858378,2159.663574,5.48,22,38,0.2,11.07,3.85,2,76,13344,75,50,78,0.1,18,18.6,0.457,1.21,0.38,2.6,3.11435008,14.1,1.7,0.437681043,,0.191387881,0.62
Nepal,NPL,Asia,Southern Asia,2004,Developing,Low income,64.7,26003970,279.7242003,2226.86377,5.82,218,35,0.21,12.93,4.04,27,80,12074,73,47,80,0.2,17.8,18.4,0.463,1.2,0.38,2.7,3.171940088,14.11,1.8,,,0.192185506,0.79
Nepal,NPL,Asia,Southern Asia,2005,Developing,Low income,65.4,26285112,309.3104058,2288.402344,5.72,28,33,0.2,14.16,3.94,41,78,5023,74,44,75,0.2,17.6,18.2,0.469,1.2,0.38,2.8,3.364639997,14.11,1.9,,28.678,0.195462728,0.97
Nepal,NPL,Asia,Southern Asia,2006,Developing,Low income,66,26518974,341.02814,2346.857666,5.7,21,31,0.2,13.7,3.54,69,91,2838,85,41,89,0.2,17.4,18,0.476,1.2,0.38,2.9,3.605360031,14.13,2.1,,,0.198331237,1.13
Nepal,NPL,Asia,Southern Asia,2007,Developing,Low income,66.6,26713652,386.5295864,2403.790771,5.84,194,29,0.2,17.19,3.66,82,82,1415,81,38,82,0.2,17.2,17.8,0.486,1.21,0.38,3,3.517210007,14.16,2.2,,,0.202718999,1.25
Nepal,NPL,Asia,Southern Asia,2008,Developing,Low income,67,26881542,466.6933791,2521.875732,6.44,189,27,0.21,18.94,3.81,82,82,2089,79,35,82,0.2,17,17.6,0.492,1.21,0.38,3.1,3.805170059,14.19,2.4,,,0.207738814,1.31
Nepal,NPL,Asia,Southern Asia,2009,Developing,Low income,67.5,27026952,475.6359761,2620.303467,6.41,183,25,0.22,20.98,3.89,89,93,189,90,32,89,0.2,16.9,17.4,0.502,1.22,0.38,3.2,4.663760185,14.22,2.5,,,0.212200901,1.32
Nepal,NPL,Asia,Southern Asia,2010,Developing,Low income,68,27161572,589.1654349,2722.899658,6.43,178,23,0.24,29.82,4.35,82,83,190,86,30,82,0.2,16.7,17.2,0.515,1.22,0.38,3.3,3.631720066,14.22,2.6,0.328405862,21.376,0.216774107,1.35
Nepal,NPL,Asia,Southern Asia,2011,Developing,Low income,68.4,27266398,791.225217,2805.960205,6.73,172,22,0.27,34.4,4.44,92,92,2359,88,27,92,0.2,16.5,16.9,0.529,1.21,0.38,3.3,3.842619896,14.18,2.8,,,0.222819863,1.36
Nepal,NPL,Asia,Southern Asia,2012,Developing,Low income,68.9,27330696,794.0927699,2942.388672,5.89,167,20,0.26,33.9,4.49,90,90,3362,86,25,90,0.2,16.3,16.7,0.538,1.21,0.38,4,3.29008007,14.08,3,,,0.230182805,1.31
